b_name,w_name,victim_color,victim_name,victim_visits,victim_steps,victim_rsym,victim_algo,adv_color,adv_name,adv_visits,adv_steps,adv_samples,adv_rsym,adv_algo,win_color,win_name,lose_name,adv_win,komi,adv_komi,adv_minus_victim_score,adv_minus_victim_score_wo_komi,board_size,start_turn_idx,handicap,num_moves,ko_rule,score_rule,tax_rule,sui_legal,has_button,whb,fpok,init_turn_num,used_initial_position,gtype,is_continuation,sgf_path,sgf_line
cp505-v32,adv-s34090496-v200,b,cp505-v32,32,0,4,MCTS,w,adv-s34090496-v200,200,34090496,0,4,EMCTS1,w,adv-s34090496-v200,cp505-v32,True,6.5,6.5,45.5,39.0,19,0,0,100,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/perfect_victim_model/48A5FBA06D3A7141.sgfs,1
adv-s34090496-v200,cp505-v32,w,cp505-v32,32,0,4,MCTS,b,adv-s34090496-v200,200,34090496,0,4,EMCTS1,b,adv-s34090496-v200,cp505-v32,True,6.5,-6.5,26.5,33.0,19,0,0,129,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/perfect_victim_model/9E23FEA7FB435CE1.sgfs,1
cp505-v32,adv-s34090496-v200,b,cp505-v32,32,0,4,MCTS,w,adv-s34090496-v200,200,34090496,0,4,EMCTS1,w,adv-s34090496-v200,cp505-v32,True,6.5,6.5,18.5,12.0,19,0,0,212,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/perfect_victim_model/272613CA16B650E4.sgfs,1
cp505-v32,adv-s34090496-v200,b,cp505-v32,32,0,4,MCTS,w,adv-s34090496-v200,200,34090496,0,4,EMCTS1,w,adv-s34090496-v200,cp505-v32,True,6.5,6.5,14.5,8.0,19,0,0,152,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/perfect_victim_model/417BA5EE45D1AB51.sgfs,1
cp505-v32,adv-s34090496-v200,b,cp505-v32,32,0,4,MCTS,w,adv-s34090496-v200,200,34090496,0,4,EMCTS1,w,adv-s34090496-v200,cp505-v32,True,6.5,6.5,18.5,12.0,19,0,0,206,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/perfect_victim_model/1F9951389ECDA295.sgfs,1
adv-s34090496-v200,cp505-v32,w,cp505-v32,32,0,4,MCTS,b,adv-s34090496-v200,200,34090496,0,4,EMCTS1,b,adv-s34090496-v200,cp505-v32,True,6.5,-6.5,41.5,48.0,19,0,0,93,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/perfect_victim_model/0AA3E7EE34CD544E.sgfs,1
