b_name,w_name,victim_color,victim_name,victim_visits,victim_steps,victim_rsym,victim_algo,adv_color,adv_name,adv_visits,adv_steps,adv_samples,adv_rsym,adv_algo,win_color,win_name,lose_name,adv_win,komi,adv_komi,adv_minus_victim_score,adv_minus_victim_score_wo_komi,train_status,board_size,start_turn_idx,handicap,num_moves,ko_rule,score_rule,tax_rule,sui_legal,has_button,whb,fpok,init_turn_num,used_initial_position,gtype,is_continuation,is_resignation,sgf_path,sgf_line
adv-s147937792-v600,cp39h-v1,w,cp39h-v1,1,0,1,MCTS,b,adv-s147937792-v600,600,147937792,0,1,EMCTS1,b,adv-s147937792-v600,cp39h-v1,True,6.5,-6.5,258.5,265.0,,19,0,0,621,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games3_cp39h-v1/08C0293CD198EFC5-L1.sgfs,1
adv-s147937792-v600,cp39h-v1,w,cp39h-v1,1,0,1,MCTS,b,adv-s147937792-v600,600,147937792,0,1,EMCTS1,b,adv-s147937792-v600,cp39h-v1,True,6.5,-6.5,274.5,281.0,,19,0,0,507,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games3_cp39h-v1/5D4C48AA1732E4F4-L2.sgfs,1
cp39h-v1,adv-s147937792-v600,b,cp39h-v1,1,0,1,MCTS,w,adv-s147937792-v600,600,147937792,0,1,EMCTS1,w,adv-s147937792-v600,cp39h-v1,True,6.5,6.5,169.5,163.0,,19,0,0,495,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games3_cp39h-v1/07AC554C9BCCAE93-L4.sgfs,1
cp39h-v1,adv-s147937792-v600,b,cp39h-v1,1,0,1,MCTS,w,adv-s147937792-v600,600,147937792,0,1,EMCTS1,w,adv-s147937792-v600,cp39h-v1,True,6.5,6.5,343.5,337.0,,19,0,0,546,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games3_cp39h-v1/96B47B7070D08DE2-L2.sgfs,1
cp39h-v1,adv-s147937792-v600,b,cp39h-v1,1,0,1,MCTS,w,adv-s147937792-v600,600,147937792,0,1,EMCTS1,w,adv-s147937792-v600,cp39h-v1,True,6.5,6.5,367.5,361.0,,19,0,0,568,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games3_cp39h-v1/5FD74C02184D6A11-L4.sgfs,1
