b_name,w_name,victim_color,victim_name,victim_visits,victim_steps,victim_rsym,victim_algo,adv_color,adv_name,adv_visits,adv_steps,adv_samples,adv_rsym,adv_algo,win_color,win_name,lose_name,adv_win,komi,adv_komi,adv_minus_victim_score,adv_minus_victim_score_wo_komi,train_status,board_size,start_turn_idx,handicap,num_moves,ko_rule,score_rule,tax_rule,sui_legal,has_button,whb,fpok,init_turn_num,used_initial_position,gtype,is_continuation,is_resignation,sgf_path,sgf_line
adv-s251539968-v600,cp39h-v1,w,cp39h-v1,1,0,1,MCTS,b,adv-s251539968-v600,600,251539968,0,1,EMCTS1,b,adv-s251539968-v600,cp39h-v1,True,6.5,-6.5,74.5,81.0,,19,0,0,475,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games5_cp39h-v1/6F9620EC98673C44-L3.sgfs,1
adv-s251539968-v600,cp39h-v1,w,cp39h-v1,1,0,1,MCTS,b,adv-s251539968-v600,600,251539968,0,1,EMCTS1,w,cp39h-v1,adv-s251539968-v600,False,6.5,-6.5,-217.5,-211.0,,19,0,0,469,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games5_cp39h-v1/072CDC47197F5C7A-L2.sgfs,1
adv-s251539968-v600,cp39h-v1,w,cp39h-v1,1,0,1,MCTS,b,adv-s251539968-v600,600,251539968,0,1,EMCTS1,w,cp39h-v1,adv-s251539968-v600,False,6.5,-6.5,-145.5,-139.0,,19,0,0,493,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games5_cp39h-v1/7496C3D5559DF4E3-L1.sgfs,1
cp39h-v1,adv-s251539968-v600,b,cp39h-v1,1,0,1,MCTS,w,adv-s251539968-v600,600,251539968,0,1,EMCTS1,b,cp39h-v1,adv-s251539968-v600,False,6.5,6.5,-176.5,-183.0,,19,0,0,512,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games5_cp39h-v1/70810F0B3914EAAD-L4.sgfs,1
cp39h-v1,adv-s251539968-v600,b,cp39h-v1,1,0,1,MCTS,w,adv-s251539968-v600,600,251539968,0,1,EMCTS1,b,cp39h-v1,adv-s251539968-v600,False,6.5,6.5,-168.5,-175.0,,19,0,0,549,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games5_cp39h-v1/907616740EBF9205-L4.sgfs,1
