b_name,w_name,victim_color,victim_name,victim_visits,victim_steps,victim_rsym,victim_algo,adv_color,adv_name,adv_visits,adv_steps,adv_samples,adv_rsym,adv_algo,win_color,win_name,lose_name,adv_win,komi,adv_komi,adv_minus_victim_score,adv_minus_victim_score_wo_komi,train_status,board_size,start_turn_idx,handicap,num_moves,ko_rule,score_rule,tax_rule,sui_legal,has_button,whb,fpok,init_turn_num,used_initial_position,gtype,is_continuation,is_resignation,sgf_path,sgf_line
cyclic-v600,vit-b16-s650m-v512,w,vit-b16-s650m-v512,512,650m,1,MCTS,b,cyclic-v600,600,0,0,1,AMCTS,b,cyclic-v600,vit-b16-s650m-v512,True,6.5,-6.5,86.5,93.0,,19,0,0,308,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/vit-vs-base-adversary/DE5762193920444D-L5.sgfs,1
cyclic-v600,vit-b16-s650m-v512,w,vit-b16-s650m-v512,512,650m,1,MCTS,b,cyclic-v600,600,0,0,1,AMCTS,b,cyclic-v600,vit-b16-s650m-v512,True,6.5,-6.5,122.5,129.0,,19,0,0,308,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/vit-vs-base-adversary/9CE5565A69FE9645-L8.sgfs,1
cyclic-v600,vit-b16-s650m-v512,w,vit-b16-s650m-v512,512,650m,1,MCTS,b,cyclic-v600,600,0,0,1,AMCTS,b,cyclic-v600,vit-b16-s650m-v512,True,6.5,-6.5,130.5,137.0,,19,0,0,318,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/vit-vs-base-adversary/381B76457CE87AD6-L5.sgfs,1
vit-b16-s650m-v512,cyclic-v600,b,vit-b16-s650m-v512,512,650m,1,MCTS,w,cyclic-v600,600,0,0,1,AMCTS,w,cyclic-v600,vit-b16-s650m-v512,True,6.5,6.5,87.5,81.0,,19,0,0,328,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/vit-vs-base-adversary/79A74F8CF1BBDAEC-L3.sgfs,1
cyclic-v600,vit-b16-s650m-v512,w,vit-b16-s650m-v512,512,650m,1,MCTS,b,cyclic-v600,600,0,0,1,AMCTS,w,vit-b16-s650m-v512,cyclic-v600,False,6.5,-6.5,-337.5,-331.0,,19,0,0,464,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/vit-vs-base-adversary/9F4A7F8CFF8174CF-L2.sgfs,1
cyclic-v600,vit-b16-s650m-v512,w,vit-b16-s650m-v512,512,650m,1,MCTS,b,cyclic-v600,600,0,0,1,AMCTS,w,vit-b16-s650m-v512,cyclic-v600,False,6.5,-6.5,-297.5,-291.0,,19,0,0,480,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/vit-vs-base-adversary/717E91CA11E80106-L5.sgfs,1
vit-b16-s650m-v512,cyclic-v600,b,vit-b16-s650m-v512,512,650m,1,MCTS,w,cyclic-v600,600,0,0,1,AMCTS,b,vit-b16-s650m-v512,cyclic-v600,False,6.5,6.5,-302.5,-309.0,,19,0,0,463,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/vit-vs-base-adversary/9C1FD8B63B8691DD-L1.sgfs,1
vit-b16-s650m-v512,cyclic-v600,b,vit-b16-s650m-v512,512,650m,1,MCTS,w,cyclic-v600,600,0,0,1,AMCTS,b,vit-b16-s650m-v512,cyclic-v600,False,6.5,6.5,-261.5,-268.0,,19,0,0,433,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/vit-vs-base-adversary/CBA1F16B36498E8A-L3.sgfs,1
