b_name,w_name,victim_color,victim_name,victim_visits,victim_steps,victim_rsym,victim_algo,adv_color,adv_name,adv_visits,adv_steps,adv_samples,adv_rsym,adv_algo,win_color,win_name,lose_name,adv_win,komi,adv_komi,adv_minus_victim_score,adv_minus_victim_score_wo_komi,train_status,board_size,start_turn_idx,handicap,num_moves,ko_rule,score_rule,tax_rule,sui_legal,has_button,whb,fpok,init_turn_num,used_initial_position,gtype,is_continuation,sgf_path,sgf_line
victim,white,b,victim,1,0,,,w,white,,0,0,,,w,white,victim,True,6.5,6.5,5.5,-1.0,,19,,,359,,,,False,False,0,False,,False,,False,public/sgfs/mirror_vs_cp505/cp505-v1-b-vs-mirror-L83.sgfs,1
victim,white,b,victim,1,0,,,w,white,,0,0,,,b,victim,white,False,6.5,6.5,-354.5,-361.0,,19,,,540,,,,False,False,0,False,,False,,False,public/sgfs/mirror_vs_cp505/cp505-v1-b-vs-mirror-L34.sgfs,1
victim,white,b,victim,1,0,,,w,white,,0,0,,,b,victim,white,False,6.5,6.5,-354.5,-361.0,,19,,,578,,,,False,False,0,False,,False,,False,public/sgfs/mirror_vs_cp505/cp505-v1-b-vs-mirror-L124.sgfs,1
victim,white,b,victim,1,0,,,w,white,,0,0,,,b,victim,white,False,6.5,6.5,-354.5,-361.0,,19,,,570,,,,False,False,0,False,,False,,False,public/sgfs/mirror_vs_cp505/cp505-v1-b-vs-mirror-L101.sgfs,1
victim,white,b,victim,1,0,,,w,white,,0,0,,,b,victim,white,False,6.5,6.5,-354.5,-361.0,,19,,,562,,,,False,False,0,False,,False,,False,public/sgfs/mirror_vs_cp505/cp505-v1-b-vs-mirror-L10.sgfs,1
victim,white,b,victim,1,0,,,w,white,,0,0,,,b,victim,white,False,6.5,6.5,-20.5,-27.0,,19,,,377,,,,False,False,0,False,,False,,False,public/sgfs/mirror_vs_cp505/cp505-v1-b-vs-mirror-L158.sgfs,1
