b_name,w_name,victim_color,victim_name,victim_visits,victim_steps,victim_rsym,victim_algo,adv_color,adv_name,adv_visits,adv_steps,adv_samples,adv_rsym,adv_algo,win_color,win_name,lose_name,adv_win,komi,adv_komi,adv_minus_victim_score,adv_minus_victim_score_wo_komi,train_status,board_size,start_turn_idx,handicap,num_moves,ko_rule,score_rule,tax_rule,sui_legal,has_button,whb,fpok,init_turn_num,used_initial_position,gtype,is_continuation,is_resignation,sgf_path,sgf_line
adv-s251539968-v600,cp127h-v1,w,cp127h-v1,1,0,1,MCTS,b,adv-s251539968-v600,600,251539968,0,1,EMCTS1,b,adv-s251539968-v600,cp127h-v1,True,6.5,-6.5,124.5,131.0,,19,0,0,365,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games5_cp127h-v1/E081D86F2E9BE4EC-L2.sgfs,1
cp127h-v1,adv-s251539968-v600,b,cp127h-v1,1,0,1,MCTS,w,adv-s251539968-v600,600,251539968,0,1,EMCTS1,w,adv-s251539968-v600,cp127h-v1,True,6.5,6.5,89.5,83.0,,19,0,0,372,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games5_cp127h-v1/839C770D8132026F-L4.sgfs,1
cp127h-v1,adv-s251539968-v600,b,cp127h-v1,1,0,1,MCTS,w,adv-s251539968-v600,600,251539968,0,1,EMCTS1,w,adv-s251539968-v600,cp127h-v1,True,6.5,6.5,107.5,101.0,,19,0,0,376,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games5_cp127h-v1/72075BD5A5A73417-L3.sgfs,1
cp127h-v1,adv-s251539968-v600,b,cp127h-v1,1,0,1,MCTS,w,adv-s251539968-v600,600,251539968,0,1,EMCTS1,w,adv-s251539968-v600,cp127h-v1,True,6.5,6.5,153.5,147.0,,19,0,0,406,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games5_cp127h-v1/26403A424FE83E64-L2.sgfs,1
cp127h-v1,adv-s251539968-v600,b,cp127h-v1,1,0,1,MCTS,w,adv-s251539968-v600,600,251539968,0,1,EMCTS1,w,adv-s251539968-v600,cp127h-v1,True,6.5,6.5,165.5,159.0,,19,0,0,400,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games5_cp127h-v1/BA06E31BE3959CDD-L1.sgfs,1
