b_name,w_name,victim_color,victim_name,victim_visits,victim_steps,victim_rsym,victim_algo,adv_color,adv_name,adv_visits,adv_steps,adv_samples,adv_rsym,adv_algo,win_color,win_name,lose_name,adv_win,komi,adv_komi,adv_minus_victim_score,adv_minus_victim_score_wo_komi,train_status,board_size,start_turn_idx,handicap,num_moves,ko_rule,score_rule,tax_rule,sui_legal,has_button,whb,fpok,init_turn_num,used_initial_position,gtype,is_continuation,is_resignation,sgf_path,sgf_line
adv-s498648832-v600,cp505h-v2048,w,cp505h-v2048,2048,0,1,MCTS,b,adv-s498648832-v600,600,498648832,0,1,EMCTS1,b,adv-s498648832-v600,cp505h-v2048,True,6.5,-6.5,100.5,107.0,,19,0,0,377,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games10_cp505h-v2048/5D801F1060F0E5AB-L3.sgfs,1
adv-s498648832-v600,cp505h-v2048,w,cp505h-v2048,2048,0,1,MCTS,b,adv-s498648832-v600,600,498648832,0,1,EMCTS1,b,adv-s498648832-v600,cp505h-v2048,True,6.5,-6.5,102.5,109.0,,19,0,0,355,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games10_cp505h-v2048/906F9A4F62D756FD-L4.sgfs,1
adv-s498648832-v600,cp505h-v2048,w,cp505h-v2048,2048,0,1,MCTS,b,adv-s498648832-v600,600,498648832,0,1,EMCTS1,b,adv-s498648832-v600,cp505h-v2048,True,6.5,-6.5,130.5,137.0,,19,0,0,345,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games10_cp505h-v2048/217C3A43A3F52E1C-L2.sgfs,1
adv-s498648832-v600,cp505h-v2048,w,cp505h-v2048,2048,0,1,MCTS,b,adv-s498648832-v600,600,498648832,0,1,EMCTS1,b,adv-s498648832-v600,cp505h-v2048,True,6.5,-6.5,132.5,139.0,,19,0,0,435,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games10_cp505h-v2048/A9B40D6EFA8CCE44-L5.sgfs,1
cp505h-v2048,adv-s498648832-v600,b,cp505h-v2048,2048,0,1,MCTS,w,adv-s498648832-v600,600,498648832,0,1,EMCTS1,b,cp505h-v2048,adv-s498648832-v600,False,6.5,6.5,-186.5,-193.0,,19,0,0,384,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games10_cp505h-v2048/82769E1C21C94718-L2.sgfs,1
