b_name,w_name,victim_color,victim_name,victim_visits,victim_steps,victim_rsym,victim_algo,adv_color,adv_name,adv_visits,adv_steps,adv_samples,adv_rsym,adv_algo,win_color,win_name,lose_name,adv_win,komi,adv_komi,adv_minus_victim_score,adv_minus_victim_score_wo_komi,train_status,board_size,start_turn_idx,handicap,num_moves,ko_rule,score_rule,tax_rule,sui_legal,has_button,whb,fpok,init_turn_num,used_initial_position,gtype,is_continuation,is_resignation,sgf_path,sgf_line
adv-s43560704-v600,cp39h-v1,w,cp39h-v1,1,0,1,MCTS,b,adv-s43560704-v600,600,43560704,0,1,EMCTS1,b,adv-s43560704-v600,cp39h-v1,True,6.5,-6.5,354.5,361.0,,19,0,0,1087,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games1/24065310CC8501F1-L2.sgfs,1
cp39h-v1,adv-s43560704-v600,b,cp39h-v1,1,0,1,MCTS,w,adv-s43560704-v600,600,43560704,0,1,EMCTS1,w,adv-s43560704-v600,cp39h-v1,True,6.5,6.5,309.5,303.0,,19,0,0,591,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games1/BCA434E39A7D28AC-L4.sgfs,1
adv-s43560704-v600,cp127h-v1,w,cp127h-v1,1,0,1,MCTS,b,adv-s43560704-v600,600,43560704,0,1,EMCTS1,w,cp127h-v1,adv-s43560704-v600,False,6.5,-6.5,-341.5,-335.0,,19,0,0,442,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games1/11A66DE0E200A0BC-L1.sgfs,1
adv-s43560704-v600,cp127h-v1,w,cp127h-v1,1,0,1,MCTS,b,adv-s43560704-v600,600,43560704,0,1,EMCTS1,w,cp127h-v1,adv-s43560704-v600,False,6.5,-6.5,-253.5,-247.0,,19,0,0,430,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games1/F4EF647E82B38386-L3.sgfs,1
adv-s43560704-v600,cp505h-v2048,w,cp505h-v2048,2048,0,1,MCTS,b,adv-s43560704-v600,600,43560704,0,1,EMCTS1,w,cp505h-v2048,adv-s43560704-v600,False,6.5,-6.5,-247.5,-241.0,,19,0,0,416,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games1/B7F7C8D87513B76E-L1.sgfs,1
cp505h-v2048,adv-s43560704-v600,b,cp505h-v2048,2048,0,1,MCTS,w,adv-s43560704-v600,600,43560704,0,1,EMCTS1,b,cp505h-v2048,adv-s43560704-v600,False,6.5,6.5,-302.5,-309.0,,19,0,0,453,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games1/23465483EF866142-L2.sgfs,1
cp505h-v1,adv-s43560704-v600,b,cp505h-v1,1,0,1,MCTS,w,adv-s43560704-v600,600,43560704,0,1,EMCTS1,b,cp505h-v1,adv-s43560704-v600,False,6.5,6.5,-280.5,-287.0,,19,0,0,409,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games1/5BAAD99038C360E5-L1.sgfs,1
cp127h-v1,adv-s43560704-v600,b,cp127h-v1,1,0,1,MCTS,w,adv-s43560704-v600,600,43560704,0,1,EMCTS1,b,cp127h-v1,adv-s43560704-v600,False,6.5,6.5,-254.5,-261.0,,19,0,0,469,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games1/CF4AD191CC5E9F27-L5.sgfs,1
cp127h-v1,adv-s43560704-v600,b,cp127h-v1,1,0,1,MCTS,w,adv-s43560704-v600,600,43560704,0,1,EMCTS1,b,cp127h-v1,adv-s43560704-v600,False,6.5,6.5,-250.5,-257.0,,19,0,0,431,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games1/0BF7E4F9529CCC6A-L1.sgfs,1
cp505h-v1,adv-s43560704-v600,b,cp505h-v1,1,0,1,MCTS,w,adv-s43560704-v600,600,43560704,0,1,EMCTS1,b,cp505h-v1,adv-s43560704-v600,False,6.5,6.5,-214.5,-221.0,,19,0,0,411,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games1/7B2E045DA319B5DF-L4.sgfs,1
