b_name,w_name,victim_color,victim_name,victim_visits,victim_steps,victim_rsym,victim_algo,adv_color,adv_name,adv_visits,adv_steps,adv_samples,adv_rsym,adv_algo,win_color,win_name,lose_name,adv_win,komi,adv_komi,adv_minus_victim_score,adv_minus_victim_score_wo_komi,train_status,board_size,start_turn_idx,handicap,num_moves,ko_rule,score_rule,tax_rule,sui_legal,has_button,whb,fpok,init_turn_num,used_initial_position,gtype,is_continuation,is_resignation,sgf_path,sgf_line
adv-s494657792-v600-AMCTS-S,cp505h-v4096,w,cp505h-v4096,4096,0,1,MCTS,b,adv-s494657792-v600-AMCTS-S,600,494657792,0,1,AMCTS,b,adv-s494657792-v600-AMCTS-S,cp505h-v4096,True,6.5,-6.5,62.5,69.0,,19,0,0,351,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games9_cp505h-v4096/A291373531C39693-L1.sgfs,1
adv-s494657792-v600-AMCTS-S,cp505h-v4096,w,cp505h-v4096,4096,0,1,MCTS,b,adv-s494657792-v600-AMCTS-S,600,494657792,0,1,AMCTS,b,adv-s494657792-v600-AMCTS-S,cp505h-v4096,True,6.5,-6.5,66.5,73.0,,19,0,0,379,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games9_cp505h-v4096/2DAB1168926BD0FA-L8.sgfs,1
cp505h-v4096,adv-s494657792-v600-AMCTS-S,b,cp505h-v4096,4096,0,1,MCTS,w,adv-s494657792-v600-AMCTS-S,600,494657792,0,1,AMCTS,w,adv-s494657792-v600-AMCTS-S,cp505h-v4096,True,6.5,6.5,123.5,117.0,,19,0,0,338,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games9_cp505h-v4096/C88AF456C8F13A48-L1.sgfs,1
adv-s494657792-v600-AMCTS-S,cp505h-v4096,w,cp505h-v4096,4096,0,1,MCTS,b,adv-s494657792-v600-AMCTS-S,600,494657792,0,1,AMCTS,w,cp505h-v4096,adv-s494657792-v600-AMCTS-S,False,6.5,-6.5,-343.5,-337.0,,19,0,0,610,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games9_cp505h-v4096/A8C3B2C9FE08C741-L8.sgfs,1
adv-s494657792-v600-AMCTS-S,cp505h-v4096,w,cp505h-v4096,4096,0,1,MCTS,b,adv-s494657792-v600-AMCTS-S,600,494657792,0,1,AMCTS,w,cp505h-v4096,adv-s494657792-v600-AMCTS-S,False,6.5,-6.5,-271.5,-265.0,,19,0,0,518,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,False,public/sgfs/training_sample_games9_cp505h-v4096/B1DC56234CFF4988-L3.sgfs,1
