b_name,w_name,victim_color,victim_name,victim_visits,victim_steps,victim_rsym,victim_algo,adv_color,adv_name,adv_visits,adv_steps,adv_samples,adv_rsym,adv_algo,win_color,win_name,lose_name,adv_win,komi,adv_komi,adv_minus_victim_score,adv_minus_victim_score_wo_komi,board_size,start_turn_idx,handicap,num_moves,ko_rule,score_rule,tax_rule,sui_legal,has_button,whb,fpok,init_turn_num,used_initial_position,gtype,is_continuation,sgf_path,sgf_line
cp505-v32,adv-s34090496-v200-ov1,b,cp505-v32,32,0,4,MCTS,w,adv-s34090496-v200-ov1,200,34090496,0,4,EMCTS1,w,adv-s34090496-v200-ov1,cp505-v32,True,6.5,6.5,25.5,19.0,19,0,0,164,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/32_visits/59222A59B39BF0B7.sgfs,1
cp505-v32,adv-s34090496-v200-ov1,b,cp505-v32,32,0,4,MCTS,w,adv-s34090496-v200-ov1,200,34090496,0,4,EMCTS1,w,adv-s34090496-v200-ov1,cp505-v32,True,6.5,6.5,21.5,15.0,19,0,0,190,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/32_visits/330C511928DDC842.sgfs,1
cp505-v32,adv-s34090496-v200-ov1,b,cp505-v32,32,0,4,MCTS,w,adv-s34090496-v200-ov1,200,34090496,0,4,EMCTS1,w,adv-s34090496-v200-ov1,cp505-v32,True,6.5,6.5,4.5,-2.0,19,0,0,208,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/32_visits/DA020F2D291799D3.sgfs,1
adv-s34090496-v200-ov1,cp505-v32,w,cp505-v32,32,0,4,MCTS,b,adv-s34090496-v200-ov1,200,34090496,0,4,EMCTS1,b,adv-s34090496-v200-ov1,cp505-v32,True,6.5,-6.5,26.5,33.0,19,0,0,141,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/32_visits/DBCE9ECDF5323510.sgfs,1
adv-s34090496-v200-ov1,cp505-v32,w,cp505-v32,32,0,4,MCTS,b,adv-s34090496-v200-ov1,200,34090496,0,4,EMCTS1,b,adv-s34090496-v200-ov1,cp505-v32,True,6.5,-6.5,37.5,44.0,19,0,0,101,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/32_visits/8BAA34B9EE0FF756.sgfs,1
cp505-v32,adv-s34090496-v200-ov1,b,cp505-v32,32,0,4,MCTS,w,adv-s34090496-v200-ov1,200,34090496,0,4,EMCTS1,w,adv-s34090496-v200-ov1,cp505-v32,True,6.5,6.5,26.5,20.0,19,0,0,176,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/32_visits/461C2E139DEAD2FE.sgfs,1
cp505-v32,adv-s34090496-v200-ov1,b,cp505-v32,32,0,4,MCTS,w,adv-s34090496-v200-ov1,200,34090496,0,4,EMCTS1,w,adv-s34090496-v200-ov1,cp505-v32,True,6.5,6.5,45.5,39.0,19,0,0,156,POSITIONAL,AREA,NONE,True,False,0,False,0,False,normal,False,/Users/josephmiller/Documents/FAR/KataGoVisualizer/sgf-viewer/public/sgfs/32_visits/EDF3AFF6EA3A0FF6.sgfs,1
